moisture_percent,permeability,mold_hardness,pouring_temp_C,defect_label
3.21,112.1,94.9,1418.9,No_Defect
3.72,107.1,104.4,1409.7,No_Defect
4.42,109.5,103.3,1473.7,No_Defect
4.83,104.3,90.6,1406.2,No_Defect
4.49,101.0,99.9,1439.7,No_Defect
3.84,115.4,92.1,1387.5,No_Defect
4.82,109.9,103.8,1423.5,No_Defect
3.62,116.4,106.0,1449.5,No_Defect
3.68,111.8,97.2,1389.2,No_Defect
5.29,102.7,109.0,1424.6,No_Defect
3.46,110.8,107.5,1453.2,No_Defect
5.02,113.2,103.8,1464.9,No_Defect
3.62,109.8,94.4,1478.8,No_Defect
5.36,100.8,104.1,1472.5,No_Defect
3.45,111.4,108.3,1383.4,No_Defect
4.74,105.9,108.5,1477.1,No_Defect
5.36,109.5,107.2,1464.5,No_Defect
3.8,116.6,90.7,1439.6,No_Defect
3.58,102.4,91.5,1449.6,No_Defect
3.85,114.5,91.3,1411.5,No_Defect
4.35,115.8,96.4,1442.6,No_Defect
5.21,112.3,94.7,1382.4,No_Defect
5.18,100.4,107.5,1432.9,No_Defect
5.35,116.0,110.0,1415.1,No_Defect
4.92,108.0,99.6,1442.8,No_Defect
5.18,119.7,105.4,1421.8,No_Defect
4.05,114.8,94.8,1391.0,No_Defect
3.89,105.7,95.9,1403.4,No_Defect
3.11,100.4,109.8,1422.8,No_Defect
3.96,113.6,94.4,1475.0,No_Defect
4.97,101.8,98.4,1467.9,No_Defect
5.36,109.3,102.3,1396.7,No_Defect
5.48,104.6,108.9,1445.0,No_Defect
4.52,110.3,94.6,1397.7,No_Defect
3.55,103.7,105.6,1415.0,No_Defect
3.14,119.4,107.7,1472.8,No_Defect
5.49,103.5,97.9,1455.8,No_Defect
4.74,103.1,106.3,1402.4,No_Defect
3.56,110.7,101.9,1438.0,No_Defect
3.23,117.5,95.3,1393.0,No_Defect
5.22,119.1,107.2,1461.0,No_Defect
4.64,111.0,91.7,1420.8,No_Defect
3.93,105.2,104.5,1429.6,No_Defect
3.2,104.4,103.7,1387.6,No_Defect
5.13,109.9,99.6,1439.2,No_Defect
5.06,107.0,103.6,1436.6,No_Defect
3.67,117.6,105.9,1445.8,No_Defect
5.13,117.3,104.2,1463.7,No_Defect
4.74,113.6,102.4,1455.3,No_Defect
3.4,117.6,107.4,1382.9,No_Defect
5.06,102.6,96.7,1454.4,No_Defect
3.4,116.4,106.6,1430.7,No_Defect
3.02,105.7,102.3,1478.1,No_Defect
4.58,105.2,102.7,1434.0,No_Defect
4.95,102.1,105.2,1434.1,No_Defect
5.41,106.8,102.7,1473.2,No_Defect
3.26,118.7,103.8,1386.8,No_Defect
3.75,114.2,91.3,1438.2,No_Defect
3.86,112.4,90.9,1467.2,No_Defect
5.43,119.4,105.0,1393.0,No_Defect
4.9,100.5,90.4,1412.4,No_Defect
4.22,115.4,103.7,1424.6,No_Defect
3.68,119.9,98.5,1425.1,No_Defect
3.41,115.9,103.9,1402.1,No_Defect
3.21,113.6,103.1,1407.3,No_Defect
5.38,103.0,98.6,1474.4,No_Defect
4.05,112.8,98.0,1407.4,No_Defect
5.46,108.2,107.9,1403.0,No_Defect
3.53,100.6,103.0,1416.9,No_Defect
5.16,109.5,109.4,1398.6,No_Defect
5.17,115.5,105.4,1464.5,No_Defect
4.9,112.5,92.6,1383.3,No_Defect
5.3,112.3,105.9,1428.2,No_Defect
3.29,102.5,103.7,1423.0,No_Defect
3.5,109.8,91.3,1438.2,No_Defect
3.67,116.0,96.2,1425.5,No_Defect
3.03,101.4,97.8,1428.0,No_Defect
4.5,105.8,103.9,1466.0,No_Defect
4.95,100.8,99.6,1390.5,No_Defect
3.61,119.7,92.8,1429.9,No_Defect
4.55,114.0,101.2,1381.0,No_Defect
3.82,110.4,91.8,1415.1,No_Defect
3.08,101.6,97.9,1393.3,No_Defect
4.42,113.8,106.0,1400.0,No_Defect
3.42,102.1,102.7,1450.6,No_Defect
3.08,118.7,91.0,1434.1,No_Defect
4.77,117.4,104.3,1460.2,No_Defect
3.85,116.3,91.6,1469.5,No_Defect
4.37,116.3,99.0,1444.4,No_Defect
4.32,114.6,91.6,1386.0,No_Defect
3.62,103.2,107.4,1401.9,No_Defect
5.44,106.7,93.6,1459.0,No_Defect
4.65,110.0,101.1,1451.9,No_Defect
3.57,119.9,109.5,1445.0,No_Defect
3.5,113.6,91.4,1383.1,No_Defect
3.64,109.3,107.4,1452.7,No_Defect
4.86,108.5,96.9,1417.1,No_Defect
5.47,100.8,107.3,1437.9,No_Defect
4.1,114.5,99.7,1467.3,No_Defect
5.25,108.4,95.5,1439.2,No_Defect
5.28,104.2,102.5,1443.2,No_Defect
4.83,102.6,104.3,1470.9,No_Defect
3.45,104.8,109.4,1398.1,No_Defect
5.14,109.8,94.9,1467.1,No_Defect
4.11,110.3,97.2,1439.3,No_Defect
3.41,107.8,109.4,1405.8,No_Defect
4.64,106.5,105.5,1393.1,No_Defect
5.42,109.1,94.7,1387.3,No_Defect
3.42,110.4,96.7,1462.9,No_Defect
4.08,105.0,102.3,1450.7,No_Defect
3.42,103.4,90.7,1453.6,No_Defect
4.66,109.5,106.9,1460.6,No_Defect
4.46,117.4,94.1,1391.2,No_Defect
3.67,101.1,100.6,1473.7,No_Defect
3.1,102.4,99.0,1473.4,No_Defect
3.79,110.1,90.8,1394.8,No_Defect
5.47,119.3,90.1,1475.2,No_Defect
4.6,117.4,99.1,1431.6,No_Defect
4.22,113.3,92.8,1383.0,No_Defect
3.77,114.1,94.0,1447.3,No_Defect
5.42,101.9,103.5,1424.4,No_Defect
5.17,103.5,103.9,1463.8,No_Defect
5.36,113.7,99.9,1441.8,No_Defect
5.17,111.4,90.6,1473.1,No_Defect
4.72,113.5,94.3,1445.9,No_Defect
3.98,113.0,92.1,1445.8,No_Defect
5.5,101.0,109.5,1420.7,No_Defect
5.18,115.6,101.3,1453.8,No_Defect
5.2,108.1,96.5,1446.8,No_Defect
5.02,115.2,106.0,1423.6,No_Defect
5.04,102.4,100.9,1380.6,No_Defect
3.81,107.3,97.9,1449.5,No_Defect
3.97,109.0,94.8,1417.3,No_Defect
3.57,101.5,102.1,1446.8,No_Defect
4.55,109.3,97.6,1466.3,No_Defect
4.3,109.6,90.5,1414.1,No_Defect
3.95,108.0,101.6,1433.4,No_Defect
4.52,115.3,106.3,1451.8,No_Defect
5.39,100.4,93.9,1380.8,No_Defect
4.62,118.0,94.9,1472.7,No_Defect
3.15,118.7,97.0,1390.1,No_Defect
4.21,105.1,95.7,1410.7,No_Defect
5.01,110.8,96.2,1441.0,No_Defect
4.79,105.5,98.3,1392.2,No_Defect
3.45,113.6,93.6,1432.5,No_Defect
4.77,102.1,101.3,1405.7,No_Defect
5.41,109.7,106.1,1435.0,No_Defect
3.11,112.7,109.0,1440.2,No_Defect
5.05,117.7,94.6,1401.2,No_Defect
4.53,108.2,106.8,1470.0,No_Defect
3.88,104.7,105.6,1407.5,No_Defect
5.06,108.5,103.4,1389.6,No_Defect
4.56,109.0,101.7,1396.8,No_Defect
4.84,117.3,94.3,1389.6,No_Defect
3.06,112.8,102.1,1434.7,No_Defect
3.58,107.8,101.9,1429.7,No_Defect
5.47,102.7,103.9,1420.4,No_Defect
4.07,114.4,103.8,1479.1,No_Defect
3.32,102.1,104.5,1437.8,No_Defect
3.69,101.6,91.7,1469.4,No_Defect
3.48,106.5,94.5,1415.5,No_Defect
3.17,110.4,91.4,1460.0,No_Defect
3.58,110.8,107.6,1445.1,No_Defect
4.33,106.5,96.7,1446.9,No_Defect
5.49,113.2,101.2,1453.1,No_Defect
4.16,101.2,101.2,1475.8,No_Defect
3.44,113.8,94.0,1433.6,No_Defect
3.24,109.0,105.1,1414.8,No_Defect
4.66,115.9,108.5,1403.5,No_Defect
4.0,103.0,109.8,1472.7,No_Defect
4.35,116.8,100.4,1442.4,No_Defect
3.22,115.1,92.6,1462.6,No_Defect
4.96,114.2,90.7,1410.3,No_Defect
3.66,107.2,91.8,1473.7,No_Defect
4.38,106.1,97.9,1424.7,No_Defect
4.5,110.3,108.4,1429.7,No_Defect
5.48,117.0,94.2,1473.1,No_Defect
3.29,116.3,97.6,1467.8,No_Defect
5.17,116.1,105.8,1410.5,No_Defect
3.2,108.1,93.5,1449.5,No_Defect
3.87,119.5,102.8,1462.2,No_Defect
3.33,117.2,108.5,1428.7,No_Defect
4.52,115.3,93.5,1430.3,No_Defect
4.0,102.9,97.4,1386.8,No_Defect
3.06,102.7,109.3,1435.0,No_Defect
5.41,108.6,96.2,1430.6,No_Defect
4.1,102.1,102.8,1401.6,No_Defect
4.55,113.0,93.0,1386.1,No_Defect
4.95,109.2,91.2,1479.5,No_Defect
3.14,113.9,109.7,1403.9,No_Defect
3.36,102.4,96.1,1390.1,No_Defect
4.73,101.2,100.2,1479.7,No_Defect
5.03,112.3,96.1,1442.4,No_Defect
4.32,108.5,92.6,1468.7,No_Defect
4.12,103.9,97.4,1421.4,No_Defect
5.07,114.7,105.4,1381.1,No_Defect
4.04,109.6,90.4,1406.0,No_Defect
4.9,102.7,100.7,1401.5,No_Defect
3.03,104.8,109.5,1460.2,No_Defect
5.4,109.8,92.2,1434.8,No_Defect
4.14,116.9,92.0,1428.8,No_Defect
3.38,106.5,104.7,1427.6,No_Defect
3.94,107.9,99.2,1458.5,No_Defect
5.23,119.1,105.7,1411.5,No_Defect
4.72,108.8,95.1,1464.1,No_Defect
3.1,118.0,99.2,1443.7,No_Defect
4.65,117.9,102.7,1441.4,No_Defect
3.17,110.4,93.0,1453.7,No_Defect
4.28,113.6,90.8,1388.5,No_Defect
4.79,101.4,91.4,1381.2,No_Defect
5.39,114.8,97.1,1409.7,No_Defect
3.87,115.5,103.2,1398.5,No_Defect
3.44,102.0,103.2,1456.4,No_Defect
3.66,100.4,91.6,1476.8,No_Defect
3.74,115.4,102.5,1418.2,No_Defect
3.51,102.4,102.3,1457.5,No_Defect
4.61,110.6,90.8,1476.8,No_Defect
5.0,105.9,109.6,1440.2,No_Defect
4.46,115.0,106.2,1445.6,No_Defect
3.32,106.8,108.6,1402.5,No_Defect
3.93,108.6,98.8,1441.3,No_Defect
5.36,104.8,92.4,1399.7,No_Defect
5.22,112.9,95.7,1461.6,No_Defect
5.15,116.9,108.4,1405.2,No_Defect
4.89,109.2,106.8,1452.8,No_Defect
4.94,113.1,93.5,1434.5,No_Defect
5.46,118.7,90.9,1396.5,No_Defect
3.33,114.5,106.4,1401.4,No_Defect
4.26,116.8,104.7,1434.2,No_Defect
4.48,110.2,96.0,1436.5,No_Defect
4.72,117.5,102.7,1456.1,No_Defect
3.4,109.2,90.2,1404.7,No_Defect
4.82,119.8,92.0,1420.1,No_Defect
5.0,104.1,101.1,1453.3,No_Defect
4.54,103.8,97.1,1458.4,No_Defect
4.39,100.1,105.2,1383.5,No_Defect
4.86,104.0,109.2,1416.8,No_Defect
3.82,103.0,96.1,1467.7,No_Defect
5.49,107.4,99.0,1452.2,No_Defect
5.22,111.9,97.8,1421.3,No_Defect
4.74,100.1,102.4,1415.5,No_Defect
4.99,101.9,101.8,1428.1,No_Defect
4.61,101.3,101.6,1436.1,No_Defect
4.4,112.1,103.5,1460.5,No_Defect
3.67,116.5,100.0,1387.7,No_Defect
3.15,106.7,105.7,1450.8,No_Defect
4.97,110.3,98.8,1394.7,No_Defect
3.82,108.7,91.8,1402.1,No_Defect
4.5,114.7,110.0,1473.3,No_Defect
4.61,108.4,102.7,1458.6,No_Defect
3.3,108.2,106.8,1418.4,No_Defect
4.43,111.8,93.7,1416.2,No_Defect
3.84,100.5,90.5,1463.2,No_Defect
3.68,110.4,96.0,1474.1,No_Defect
3.65,108.6,107.5,1464.2,No_Defect
3.47,116.1,99.2,1428.3,No_Defect
3.33,101.6,104.6,1429.6,No_Defect
4.09,114.6,105.3,1395.9,No_Defect
4.53,102.7,105.0,1445.7,No_Defect
5.39,101.4,91.1,1408.2,No_Defect
3.65,104.9,108.1,1405.0,No_Defect
3.68,115.2,99.0,1457.7,No_Defect
3.16,109.8,90.7,1386.3,No_Defect
5.27,102.8,100.6,1421.1,No_Defect
3.87,118.0,90.4,1446.4,No_Defect
5.41,111.2,108.7,1385.2,No_Defect
4.05,105.2,104.6,1478.1,No_Defect
3.64,113.1,94.0,1436.5,No_Defect
4.16,119.4,102.2,1415.0,No_Defect
3.29,103.0,94.5,1405.1,No_Defect
5.13,111.2,100.5,1391.5,No_Defect
5.15,114.5,91.4,1450.8,No_Defect
4.36,101.6,99.2,1428.5,No_Defect
3.41,118.9,107.0,1446.9,No_Defect
4.16,108.2,103.0,1434.5,No_Defect
3.16,110.3,106.1,1425.9,No_Defect
3.13,115.7,94.0,1405.9,No_Defect
3.41,106.6,105.1,1431.9,No_Defect
3.51,117.6,107.6,1467.1,No_Defect
3.6,109.0,109.7,1457.2,No_Defect
3.07,101.3,99.3,1470.9,No_Defect
4.35,110.0,92.1,1445.7,No_Defect
5.06,107.6,105.5,1476.4,No_Defect
3.51,110.5,95.7,1459.3,No_Defect
4.44,112.7,106.0,1419.6,No_Defect
5.29,110.7,93.2,1449.6,No_Defect
4.98,106.3,107.1,1470.6,No_Defect
3.69,119.7,92.8,1400.2,No_Defect
3.46,117.9,103.1,1395.2,No_Defect
4.1,112.3,91.7,1468.2,No_Defect
5.01,110.1,109.3,1421.8,No_Defect
5.46,113.4,102.7,1396.6,No_Defect
5.2,108.5,93.2,1381.3,No_Defect
4.4,110.5,104.4,1469.0,No_Defect
3.2,114.6,93.7,1465.8,No_Defect
5.05,110.8,104.2,1411.4,No_Defect
4.18,116.4,99.2,1415.8,No_Defect
4.24,116.6,96.7,1397.4,No_Defect
4.78,116.5,92.0,1404.0,No_Defect
3.35,107.0,99.0,1454.9,No_Defect
4.63,112.4,97.0,1464.1,No_Defect
4.18,119.6,102.7,1392.6,No_Defect
4.69,106.5,103.7,1387.0,No_Defect
3.44,117.1,94.5,1463.7,No_Defect
3.7,112.9,103.9,1431.3,No_Defect
3.76,104.3,90.7,1410.4,No_Defect
4.63,118.8,107.4,1456.6,No_Defect
4.97,113.3,95.2,1470.7,No_Defect
4.68,111.2,92.2,1424.7,No_Defect
4.15,117.3,100.9,1418.0,No_Defect
5.44,102.2,98.5,1384.2,No_Defect
4.85,118.4,95.6,1465.8,No_Defect
3.73,118.2,105.1,1460.5,No_Defect
3.05,119.3,104.5,1410.5,No_Defect
5.07,105.6,107.5,1391.3,No_Defect
4.76,110.8,91.9,1404.2,No_Defect
3.03,109.4,96.0,1439.8,No_Defect
3.74,106.0,104.9,1384.8,No_Defect
5.26,117.0,103.4,1439.3,No_Defect
5.23,103.7,91.6,1404.0,No_Defect
4.99,100.7,101.7,1479.5,No_Defect
5.14,110.4,91.3,1463.1,No_Defect
4.5,102.3,91.9,1471.0,No_Defect
4.67,116.6,107.6,1437.2,No_Defect
4.29,108.6,96.3,1423.5,No_Defect
4.93,112.0,107.9,1424.3,No_Defect
4.52,112.6,101.8,1450.3,No_Defect
3.59,110.2,92.1,1418.5,No_Defect
4.22,113.0,109.0,1440.1,No_Defect
4.86,110.1,102.7,1387.1,No_Defect
3.64,107.2,99.4,1384.6,No_Defect
3.35,105.5,109.4,1413.1,No_Defect
4.21,103.9,102.2,1408.1,No_Defect
3.52,110.3,90.1,1380.8,No_Defect
3.55,100.7,92.2,1413.9,No_Defect
5.01,111.4,100.3,1409.3,No_Defect
5.33,107.9,91.7,1441.7,No_Defect
3.28,106.9,100.1,1467.4,No_Defect
4.23,114.0,109.9,1393.1,No_Defect
3.69,107.9,98.4,1421.1,No_Defect
5.27,114.3,102.2,1410.9,No_Defect
5.06,119.1,106.4,1380.2,No_Defect
4.59,101.0,95.2,1386.0,No_Defect
4.51,113.7,92.3,1418.4,No_Defect
4.14,107.4,92.4,1421.9,No_Defect
4.88,101.4,91.6,1415.5,No_Defect
5.35,113.4,103.6,1416.2,No_Defect
4.48,100.2,102.7,1471.3,No_Defect
4.53,117.5,104.5,1392.1,No_Defect
5.26,101.3,100.7,1394.2,No_Defect
3.03,108.4,95.9,1428.6,No_Defect
4.44,100.9,92.5,1435.9,No_Defect
3.86,114.6,103.0,1464.6,No_Defect
4.73,108.6,103.5,1407.5,No_Defect
3.77,115.8,98.9,1459.8,No_Defect
5.06,117.2,108.3,1423.1,No_Defect
3.8,111.6,97.4,1440.1,No_Defect
4.76,113.8,97.5,1396.7,No_Defect
4.08,102.9,107.8,1414.6,No_Defect
3.39,100.5,102.9,1443.7,No_Defect
3.85,101.4,98.2,1411.1,No_Defect
4.69,112.1,97.3,1401.8,No_Defect
5.47,109.1,103.8,1394.1,No_Defect
4.21,100.6,100.1,1476.4,No_Defect
3.96,100.8,90.6,1418.8,No_Defect
